Number of bedrooms,Number of bathrooms,Living area,Lot area,Average Room Size,Floor Area Ratio,Number of floors,Waterfront present,Average views number,Condition of the house,Built Year,House Age,Renovation Year,Was Renovated,Postal Code,Number of schools nearby,Distance from the airport,Price
3,2,1360,3090,453,0.44,2.0,0,0,3,1990,33,1990,No,122028,1,53,532170
4,3,2470,7200,617,0.34,1.0,0,0,5,1940,83,1940,No,122059,3,61,525000
4,3,2840,4750,710,0.6,2.0,0,0,3,2002,21,2002,No,122046,3,72,525000
3,1,1240,4800,413,0.26,1.0,0,0,3,1951,72,1951,No,122028,3,53,525000
4,3,1890,8034,472,0.24,1.0,0,0,4,1967,56,1967,No,122029,2,77,521000
3,3,2340,6183,780,0.38,1.0,0,0,3,1929,94,1929,No,122006,3,65,510000
2,1,820,5040,410,0.16,1.0,0,0,3,1953,70,1953,No,122032,3,70,508000
4,3,2250,3463,562,0.65,2.0,0,0,4,1968,55,1968,No,122005,2,73,497000
3,2,1200,2016,400,0.6,1.0,0,1,4,1931,92,1931,No,122009,3,64,483500
4,3,1770,7000,442,0.25,1.0,0,0,5,1972,51,1972,No,122033,2,63,480000
4,3,2590,6139,647,0.42,2.0,0,0,3,2001,22,2001,No,122024,3,50,479000
3,2,1750,12632,583,0.14,1.0,0,0,4,1952,71,1952,No,122010,1,64,475000
3,4,1710,2381,570,0.72,2.0,0,0,3,2003,20,2003,No,122011,1,50,470000
3,3,2010,2778,670,0.72,2.0,0,0,3,2014,9,2014,No,122011,3,72,462608
3,2,1420,5170,473,0.27,1.0,0,0,4,1963,60,1963,No,122030,2,77,461000
5,3,2650,12987,530,0.2,1.0,0,0,4,1979,44,1979,No,122058,1,78,459000
3,3,1610,5159,536,0.31,2.0,0,0,3,1985,38,1985,No,122011,3,64,449950
3,2,1430,8400,476,0.17,1.0,0,0,4,1961,62,1961,No,122029,2,58,440000
3,3,2360,14950,786,0.16,1.0,0,0,4,1978,45,1978,No,122035,2,63,431000
3,1,1240,5750,413,0.22,1.0,0,0,4,1948,75,1948,No,122009,1,73,425000
3,1,1350,3090,450,0.44,1.5,0,0,5,1914,109,1914,No,122028,3,74,400000
4,3,2620,14258,655,0.18,2.0,0,0,3,2014,9,2014,No,122052,2,53,399963
3,2,2130,8225,710,0.26,1.0,0,0,4,1987,36,1987,No,122046,1,57,397500
4,3,1790,6590,447,0.27,2.0,0,0,3,2005,18,2005,No,122015,3,65,397000
4,3,3000,8584,750,0.35,2.0,0,0,3,2003,20,2003,No,122024,1,66,397000
2,2,1960,4018,980,0.49,1.0,0,0,5,1950,73,1950,No,122059,3,63,395000
3,2,1320,10720,440,0.12,2.0,0,0,3,1981,42,1981,No,122019,3,75,393000
3,3,1850,17808,616,0.1,1.0,0,0,4,1982,41,1982,No,122066,2,56,374000
5,3,2670,9920,534,0.27,1.0,0,0,3,1990,33,1990,No,122039,2,57,370000
4,3,1910,10221,477,0.19,2.0,0,0,3,1994,29,1994,No,122024,2,60,369950
3,1,1570,10050,523,0.16,1.0,0,0,3,1963,60,1963,No,122058,3,77,367500
3,3,2200,8000,733,0.28,2.0,0,0,3,1981,42,1981,No,122042,2,67,360000
2,1,930,5077,465,0.18,1.0,0,0,3,1939,84,1939,No,122038,3,57,358000
4,3,2390,6775,597,0.35,2.0,0,0,3,2003,20,2003,No,122053,2,73,355000
3,1,2010,6000,670,0.34,1.0,0,0,3,1967,56,1967,No,122059,2,51,350000
2,1,800,5040,400,0.16,1.0,0,0,3,1960,63,1960,No,122007,1,62,350000
2,1,880,4000,440,0.22,1.0,0,0,3,1937,86,1937,No,122007,1,79,330000
2,2,1490,1627,745,0.92,2.0,0,0,3,2009,14,2009,No,122064,3,70,327000
3,1,1780,6840,593,0.26,2.0,0,0,4,1947,76,1947,No,122022,1,54,320000
2,1,780,8271,390,0.09,1.0,0,0,4,1924,99,1924,No,122006,1,77,319000
3,1,1270,10092,423,0.13,1.0,0,0,5,1971,52,1971,No,122037,3,57,316000
2,2,1160,2500,580,0.46,2.0,0,0,3,2008,15,2008,No,122041,1,51,310000
4,2,2360,7440,590,0.32,1.0,0,0,3,1955,68,1955,No,122063,1,72,300000
4,2,2320,12000,580,0.19,1.0,0,0,3,1943,80,2014,Yes,122059,2,70,299000
4,2,1370,9750,342,0.14,1.0,0,0,3,1953,70,1953,No,122056,3,59,296000
3,1,1410,5120,470,0.28,1.5,0,0,3,1925,98,1925,No,122034,3,72,294350
4,2,1250,8840,312,0.14,1.0,0,0,4,1979,44,1979,No,122043,3,62,293550
4,3,2220,6233,555,0.36,2.0,0,0,3,2001,22,2001,No,122015,3,77,291375
3,2,1520,7200,506,0.21,1.0,0,0,4,1990,33,1990,No,122043,1,57,279950
5,2,2170,9752,434,0.22,1.0,0,0,3,1962,61,1962,No,122040,3,62,278000
3,3,1580,12250,526,0.13,2.0,0,0,3,1993,30,1993,No,122043,1,53,267000
3,3,1680,10300,560,0.16,2.0,0,0,4,1994,29,1994,No,122062,3,63,262000
3,2,1340,8000,446,0.17,1.0,0,0,3,1980,43,1980,No,122024,2,53,260000
3,2,1580,7344,526,0.22,1.0,0,0,5,1911,112,1911,No,122064,1,72,260000
4,3,1560,8820,390,0.18,1.0,0,3,3,1979,44,1979,No,122039,2,52,259900
2,1,1260,7810,630,0.16,2.0,0,0,3,1945,78,1945,No,122063,1,71,255000
3,2,1580,7200,526,0.22,1.0,0,0,4,1976,47,1976,No,122023,3,50,249000
3,2,1390,8250,463,0.17,1.0,0,0,3,1987,36,1987,No,122035,1,62,245000
3,2,1480,3900,493,0.38,1.0,0,0,4,1980,43,1980,No,122018,1,69,245000
3,1,1340,7000,446,0.19,1.0,0,0,4,1978,45,1978,No,122035,2,68,240000
3,1,2230,8163,743,0.27,1.0,0,0,3,1966,57,1966,No,122051,1,62,235000
2,1,1170,7142,585,0.16,1.0,0,0,3,1951,72,1951,No,122014,2,65,225000
3,2,1120,8366,373,0.13,1.0,0,0,3,1968,55,1968,No,122035,2,74,205000
3,1,1300,9600,433,0.14,1.0,0,0,4,1975,48,1975,No,122023,3,59,195000
3,2,1430,10816,476,0.13,2.0,0,0,3,1994,29,1994,No,122062,2,64,185000
3,2,1210,9097,403,0.13,1.0,0,0,4,1954,69,1954,No,122056,1,58,173250
3,2,1250,7200,416,0.17,1.0,0,0,4,1978,45,1978,No,122066,1,79,165000
3,1,1120,5000,373,0.22,1.0,0,0,3,1917,106,1917,No,122052,3,70,165000
2,3,2910,19449,1455,0.15,2.0,1,4,5,1985,38,1985,No,122050,3,52,1300000
4,3,4070,23321,1017,0.17,2.0,0,0,4,1968,55,1968,No,122057,3,78,993500
4,3,3500,13444,875,0.26,2.0,0,0,3,1977,46,1977,No,122057,2,59,895000
5,3,2900,6730,580,0.43,1.0,0,0,5,1977,46,1977,No,122006,3,50,865000
4,3,3730,9847,932,0.38,2.0,0,0,3,1997,26,1997,No,122020,2,65,840000
4,3,2320,14240,580,0.16,1.0,0,0,4,1974,49,1974,No,122029,2,67,824000
3,3,2860,11250,953,0.25,1.0,0,1,5,1956,67,1956,No,122031,1,54,805000
2,3,2130,5920,1065,0.36,1.0,0,0,3,1950,73,1950,No,122006,3,64,779000
3,3,1980,7807,660,0.25,2.0,0,0,4,1989,34,1989,No,122010,3,72,775000
3,3,2730,11380,910,0.24,2.0,0,0,3,1995,28,1995,No,122020,1,73,770000
3,3,2160,7525,720,0.29,2.0,0,0,3,1986,37,1986,No,122005,1,57,756000
5,3,4870,11800,974,0.41,2.0,0,0,3,1983,40,1983,No,122019,2,78,722500
3,3,2110,7279,703,0.29,1.0,0,0,4,1984,39,1984,No,122010,2,67,716125
4,3,2780,13521,695,0.21,2.0,0,0,3,1987,36,1987,No,122019,2,63,715000
4,4,4000,9309,1000,0.43,2.0,0,0,3,2007,16,2007,No,122008,2,65,688000
3,2,1820,4418,606,0.41,2.0,0,0,4,1994,29,1994,No,122010,2,54,661000
3,2,1960,5520,653,0.36,1.0,0,0,4,1952,71,1952,No,122032,2,59,655000
3,3,2490,4904,830,0.51,2.0,0,0,3,2003,20,2003,No,122011,2,61,634000
2,3,2210,5500,1105,0.4,1.0,0,0,4,1968,55,1968,No,122007,1,56,614306
3,3,2060,8893,686,0.23,2.0,0,0,3,1987,36,1987,No,122027,1,60,610000
3,2,1640,15258,546,0.11,1.0,0,0,3,1981,42,1981,No,122019,1,70,525000
11,3,3000,4960,272,0.6,2.0,0,0,3,1918,105,1999,Yes,122034,1,52,520000
4,3,2120,5520,530,0.38,1.5,0,0,3,1985,38,1985,No,122022,2,79,518500
4,3,2790,8092,697,0.34,2.0,0,0,3,2013,10,2013,No,122025,2,50,505657
3,2,1500,2500,500,0.6,2.0,0,0,3,2002,21,2002,No,122026,2,58,505000
4,3,2120,7820,530,0.27,1.0,0,0,3,1975,48,1975,No,122005,2,64,490000
3,3,1280,1520,426,0.84,2.0,0,0,3,2008,15,2008,No,122026,1,70,490000
3,1,1680,8910,560,0.19,1.0,0,0,4,1940,83,1940,No,122007,2,50,489900
2,3,1470,2533,735,0.58,2.0,0,0,3,2005,18,2005,No,122010,3,63,487000
2,2,1960,6000,980,0.33,1.0,0,0,4,1904,119,1904,No,122032,1,59,478000
3,2,1930,11092,643,0.17,1.0,0,0,3,1983,40,1983,No,122019,1,71,475000
2,3,1830,8107,915,0.23,1.0,0,0,5,1946,77,1946,No,122022,3,61,460000
3,2,1880,16239,626,0.12,1.0,0,0,3,1922,101,1922,No,122006,2,73,452000
3,3,1639,2710,546,0.6,2.0,0,0,3,2003,20,2003,No,122054,2,71,450000
3,2,2150,13789,716,0.16,1.0,0,0,4,1966,57,1966,No,122014,3,73,450000
2,3,1510,7280,755,0.21,2.0,0,0,3,1987,36,1987,No,122019,1,60,442500
2,1,1280,12086,640,0.11,1.0,0,0,3,1983,40,1983,No,122019,2,67,440000
4,3,1840,4593,460,0.4,2.0,0,0,3,2010,13,2010,No,122045,3,55,429000
4,3,1600,14000,400,0.11,1.0,0,0,3,1950,73,1950,No,122022,3,64,427000
3,3,1690,1689,563,1.0,2.0,0,0,3,2014,9,2014,No,122011,2,60,419990
3,1,2020,19210,673,0.11,1.0,0,0,3,1949,74,1949,No,122058,3,70,415000
3,1,1660,6992,553,0.24,1.0,0,0,5,1952,71,1952,No,122014,1,80,412000
2,1,910,6282,455,0.14,1.0,0,0,4,1939,84,1939,No,122028,2,53,412000
4,4,2530,3000,632,0.84,2.0,0,0,3,2014,9,2014,No,122052,3,60,382000
4,3,2680,4500,670,0.6,2.0,0,0,3,2011,12,2011,No,122024,3,63,379950
2,1,1810,8527,905,0.21,1.5,0,0,4,1943,80,1943,No,122038,3,72,375000
3,2,1830,11788,610,0.16,1.0,0,1,3,1958,65,1958,No,122042,1,76,373000
3,3,1650,4859,550,0.34,2.0,0,0,3,1988,35,1988,No,122017,1,65,370000
4,3,2120,9680,530,0.22,2.0,0,2,4,1965,58,1965,No,122040,3,76,369160
4,2,1960,16015,490,0.12,1.0,0,0,3,1980,43,1980,No,122072,3,60,367500
2,1,1240,7590,620,0.16,1.0,0,0,4,1939,84,1939,No,122038,3,55,359950
3,2,1360,7680,453,0.18,1.0,0,0,3,1955,68,1955,No,122038,2,77,352500
4,2,2740,10086,685,0.27,1.0,0,0,3,1972,51,1972,No,122056,1,54,350000
4,3,1800,2752,450,0.65,2.0,0,0,3,2014,9,2014,No,122034,2,61,338800
4,2,1950,13440,487,0.15,1.5,0,0,4,1931,92,1931,No,122008,1,70,335000
3,1,1300,8800,433,0.15,1.0,0,0,3,1977,46,1977,No,122045,2,79,326188
3,2,1140,20383,380,0.06,1.0,0,0,3,1985,38,1985,No,122025,2,70,319900
3,2,2070,9195,690,0.23,1.0,0,0,3,1982,41,1982,No,122019,1,64,310000
3,2,1490,7697,496,0.19,1.0,0,0,3,1994,29,1994,No,122015,3,63,305000
3,2,1470,27000,490,0.05,1.0,0,0,3,1958,65,1958,No,122043,1,68,299900
3,3,2540,9961,846,0.25,1.0,0,0,4,1969,54,1969,No,122067,1,59,299000
4,3,1860,6325,465,0.29,2.0,0,0,4,1991,32,1991,No,122024,3,67,291000
3,3,2070,5013,690,0.41,2.0,0,0,3,1987,36,1987,No,122018,1,63,289950
4,3,2360,7350,590,0.32,1.0,0,0,4,1965,58,1965,No,122039,2,64,285000
5,2,2180,9178,436,0.24,1.0,0,0,3,1963,60,1963,No,122070,1,57,275000
3,2,1995,18360,665,0.11,2.0,0,0,3,1957,66,1957,No,122043,2,69,271500
3,2,1820,10608,606,0.17,1.0,0,0,4,1962,61,1962,No,122040,2,52,264000
2,1,750,4515,375,0.17,1.0,0,0,3,1942,81,1942,No,122034,2,71,263500
3,1,1480,7469,493,0.2,1.5,0,0,3,1940,83,1940,No,122056,2,61,260000
3,2,1490,7929,496,0.19,1.0,0,0,3,1989,34,1989,No,122072,2,79,245000
3,2,1200,6074,400,0.2,1.0,0,0,3,1968,55,1968,No,122072,2,73,222000
3,2,1400,7300,466,0.19,2.0,0,0,3,1948,75,1948,No,122063,2,59,210000
2,1,1440,6650,720,0.22,1.0,0,0,3,1980,43,1980,No,122018,2,51,203000
2,1,930,11450,465,0.08,1.0,0,0,3,1946,77,1946,No,122063,1,55,190000
2,1,1230,5000,615,0.25,1.0,0,0,5,1911,112,1911,No,122068,3,80,184900
3,1,840,5700,280,0.15,1.0,0,0,4,1945,78,1945,No,122024,2,52,180000
2,1,930,3447,465,0.27,1.0,0,0,4,1978,45,1978,No,122043,1,73,178500
4,3,3780,5160,945,0.73,2.0,0,0,4,1907,116,1907,No,122047,2,77,1400000
3,3,2930,6000,976,0.49,2.0,0,2,3,2000,23,2000,No,122047,3,75,1390000
3,4,4310,5432,1436,0.79,2.0,0,2,3,1988,35,1988,No,122050,3,77,1200000
4,3,3410,23000,852,0.15,2.0,0,0,4,1982,41,1982,No,122027,1,51,870000
5,3,1990,3750,398,0.53,1.5,0,0,4,1913,110,1913,No,122026,1,56,852000
4,3,3660,5637,915,0.65,2.0,0,0,3,2014,9,2014,No,122045,2,66,839990
5,3,3010,4919,602,0.61,2.0,0,0,3,2014,9,2014,No,122019,2,65,831548
3,3,2040,4559,680,0.45,2.0,0,0,3,1998,25,1998,No,122044,1,64,812000
5,3,3847,17654,769,0.22,1.0,0,2,5,1975,48,1975,No,122040,2,72,810000
5,2,2880,12000,576,0.24,2.0,0,0,3,1921,102,1921,No,122054,1,59,780000
4,4,3140,3680,785,0.85,2.0,0,0,3,2009,14,2009,No,122012,1,69,760000
3,3,2420,9000,806,0.27,2.0,0,0,4,1987,36,1987,No,122030,1,54,752888
2,3,1890,5400,945,0.35,2.0,0,0,5,1905,118,1905,No,122004,2,72,750000
3,2,2230,9870,743,0.23,1.5,0,0,4,1915,108,1915,No,122032,3,76,736500
4,2,1930,3876,482,0.5,1.5,0,0,5,1924,99,1924,No,122004,3,76,733000
4,3,2760,6440,690,0.43,2.0,0,0,3,1999,24,1999,No,122020,2,54,686000
3,3,2730,10675,910,0.26,2.0,0,0,3,1990,33,1990,No,122019,3,65,678000
3,2,2020,9718,673,0.21,1.0,0,0,3,1956,67,1956,No,122057,2,74,677500
4,3,2320,11259,580,0.21,2.0,0,0,3,1982,41,1982,No,122048,3,60,640000
4,4,2690,7200,672,0.37,2.0,0,3,3,1978,45,1978,No,122014,3,55,635000
2,1,1100,4160,550,0.26,1.0,0,0,3,1919,104,1919,No,122061,3,73,625000
3,2,2240,6050,746,0.37,1.0,0,0,4,1950,73,1950,No,122009,2,61,625000
5,4,3240,6919,648,0.47,2.0,0,0,3,2014,9,2014,No,122015,3,61,612995
4,3,2100,8800,525,0.24,1.0,0,0,5,1980,43,1980,No,122010,1,55,610000
4,3,2370,9135,592,0.26,1.0,0,0,4,1967,56,1967,No,122027,3,73,600000
4,3,2600,6536,650,0.4,2.0,0,0,3,1999,24,1999,No,122053,2,51,600000
2,2,1550,7764,775,0.2,1.0,1,4,4,1965,58,1986,Yes,122069,3,72,600000
4,3,2640,6738,660,0.39,2.0,0,0,4,1989,34,1989,No,122011,3,51,599000
4,2,1930,7245,482,0.27,1.0,0,0,4,1972,51,1972,No,122029,2,63,588000
5,2,2560,14467,512,0.18,1.0,0,0,3,1960,63,1960,No,122027,3,56,585000
3,2,1930,10183,643,0.19,1.0,0,0,4,1975,48,1975,No,122027,1,57,583000
3,2,2730,15677,910,0.17,2.5,0,3,3,1976,47,1976,No,122031,3,75,565000
3,3,1650,5683,550,0.29,2.0,0,0,3,2003,20,2003,No,122045,2,61,500000
2,2,1540,7110,770,0.22,1.0,0,0,3,1949,74,1949,No,122007,3,80,495000
3,3,2230,13100,743,0.17,1.0,0,0,4,1974,49,1974,No,122027,2,57,491500
4,1,2590,18224,647,0.14,1.5,0,0,4,1911,112,1911,No,122051,3,50,470000
2,1,1250,5650,625,0.22,2.0,0,1,4,1943,80,1943,No,122064,1,51,463000
3,2,1320,4000,440,0.33,1.0,0,0,4,1940,83,1940,No,122051,1,80,462600
2,2,910,966,455,0.94,2.0,0,0,3,2006,17,2006,No,122003,1,55,455000
3,2,2040,15695,680,0.13,1.0,0,0,4,1959,64,1959,No,122031,3,63,452500
4,3,2070,7312,517,0.28,1.0,0,0,4,1977,46,1977,No,122005,3,72,449950
4,3,2790,8111,697,0.34,2.0,0,0,3,2004,19,2004,No,122046,1,64,445000
2,2,1210,1232,605,0.98,3.0,0,0,3,2007,16,2007,No,122026,1,69,437500
4,2,1600,15044,400,0.11,1.0,0,0,3,1972,51,1972,No,122033,1,51,436000
4,4,3310,8897,827,0.37,2.0,0,0,3,1991,32,1991,No,122040,2,62,429900
4,3,2270,4400,567,0.52,2.0,0,0,3,2006,17,2006,No,122008,2,69,425000
3,2,2080,12094,693,0.17,2.0,0,0,4,1982,41,1982,No,122005,2,59,424240
2,3,1470,2034,735,0.72,2.0,0,0,4,1985,38,1985,No,122030,1,52,419000
3,1,1000,3844,333,0.26,1.0,0,0,5,1928,95,1928,No,122038,3,51,412000
2,2,1250,7680,625,0.16,1.0,0,0,3,1922,101,1968,Yes,122064,3,72,400000
3,3,2090,7634,696,0.27,1.0,0,0,3,2001,22,2001,No,122055,1,54,400000
4,3,3200,7545,800,0.42,2.0,0,0,3,2003,20,2003,No,122024,2,73,399950
3,2,1740,6220,580,0.28,1.0,0,0,4,1954,69,1954,No,122050,3,53,395000
3,3,1370,4400,456,0.31,1.0,0,0,3,1988,35,1988,No,122033,2,56,394000
3,3,2110,8000,703,0.26,2.0,0,0,3,1975,48,1975,No,122033,1,70,385000
3,1,1380,5400,460,0.26,1.0,0,0,4,1954,69,1954,No,122022,3,51,380000
3,2,1240,7733,413,0.16,1.0,0,0,3,1941,82,1941,No,122022,3,52,375000
4,2,2070,9822,517,0.21,1.0,0,0,5,1955,68,1955,No,122027,1,79,375000
2,2,1110,1189,555,0.93,3.0,0,0,3,2000,23,2000,No,122026,3,69,371000
4,2,1770,8890,442,0.2,1.0,0,0,5,1949,74,1949,No,122031,2,58,355000
3,2,1780,9689,593,0.18,1.0,0,0,3,1976,47,1976,No,122021,3,58,354950
3,1,1200,6628,400,0.18,1.0,0,0,4,1952,71,1952,No,122014,1,80,345000
4,2,1910,10200,477,0.19,1.0,0,0,4,1963,60,1963,No,122015,1,59,335000
3,1,890,5965,296,0.15,1.0,0,0,3,1950,73,1950,No,122014,2,73,328000
2,1,900,8374,450,0.11,1.0,0,0,3,1984,39,1984,No,122033,1,53,325000
1,1,1220,12426,1220,0.1,1.0,0,4,4,1946,77,1946,No,122043,2,62,325000
4,3,2641,8615,660,0.31,2.0,0,0,3,1998,25,1998,No,122067,1,63,324950
3,1,1010,7500,336,0.13,1.0,0,0,4,1975,48,1975,No,122019,3,51,315000
3,3,1590,3359,530,0.47,2.0,0,0,3,2000,23,2000,No,122055,3,57,310000
4,3,2010,12085,502,0.17,2.0,0,0,3,1986,37,1986,No,122035,3,57,299500
3,2,2110,6900,703,0.31,1.5,0,0,5,1955,68,1955,No,122063,3,56,285000
3,3,1940,9560,646,0.2,2.0,0,0,3,1989,34,1989,No,122018,1,67,283748
3,1,1280,12928,426,0.1,1.5,0,0,3,1942,81,1942,No,122018,1,51,279900
4,3,2060,7350,515,0.28,1.0,0,0,3,1978,45,1978,No,122039,1,61,275000
3,3,1660,7003,553,0.24,2.0,0,0,3,1996,27,1996,No,122065,3,79,269950
4,1,1610,8401,402,0.19,1.0,0,0,3,1958,65,1958,No,122053,2,58,269000
3,1,940,4700,313,0.2,1.0,0,0,4,1942,81,1942,No,122052,1,80,267000
3,2,1320,8959,440,0.15,1.0,0,0,3,1993,30,1993,No,122035,3,55,265000
3,3,1640,7668,546,0.21,2.0,0,0,3,1991,32,1991,No,122024,1,56,265000
4,3,1990,9656,497,0.21,2.0,0,0,3,1994,29,1994,No,122062,3,80,264950
3,3,1570,8410,523,0.19,1.0,0,0,3,1991,32,1991,No,122068,3,80,252000
3,3,1960,7414,653,0.26,1.0,0,0,3,1984,39,1984,No,122018,1,76,250000
3,1,1640,26127,546,0.06,2.0,0,0,3,1975,48,1975,No,122055,3,70,250000
2,1,1130,15190,565,0.07,1.0,0,0,4,1954,69,1954,No,122066,1,66,239000
2,1,1010,7500,505,0.13,1.0,0,0,3,1941,82,1941,No,122059,1,57,235000
3,1,970,5000,323,0.19,1.0,0,0,3,1968,55,1968,No,122051,2,52,226000
3,2,1440,8370,480,0.17,1.0,0,0,3,1977,46,1977,No,122051,3,54,224000
4,2,1660,11664,415,0.14,1.0,0,0,3,1952,71,1952,No,122056,1,50,220000
3,2,1800,11419,600,0.16,1.0,0,0,3,1989,34,1989,No,122023,2,57,205000
2,1,770,2500,385,0.31,1.0,0,0,3,1913,110,1960,Yes,122021,2,73,203700
2,1,930,8665,465,0.11,1.0,0,0,4,1938,85,1938,No,122056,3,77,200000
2,1,820,16030,410,0.05,1.0,0,0,4,1923,100,1923,No,122068,1,71,185000
3,3,1660,2415,553,0.69,2.0,0,0,3,1983,40,1983,No,122035,1,66,165000
4,3,2860,5658,715,0.51,2.0,0,3,3,1933,90,1933,No,122032,3,77,1300000
4,3,2650,13684,662,0.19,2.0,0,0,3,1994,29,1994,No,122005,1,58,728000
4,3,2190,12825,547,0.17,1.0,0,0,3,1989,34,1989,No,122033,3,69,625000
3,2,1670,9900,556,0.17,1.0,0,0,4,1957,66,1957,No,122049,2,72,620000
3,3,2330,4284,776,0.54,2.0,0,0,3,2004,19,2004,No,122059,2,51,453000
4,3,2245,4301,561,0.52,2.0,0,0,3,2014,9,2014,No,122024,2,51,362865
2,2,1340,7605,670,0.18,1.0,0,0,3,1992,31,1992,No,122068,2,51,230000
3,2,1760,3520,586,0.5,1.0,0,0,3,1966,57,1966,No,122054,3,57,410000
4,3,1820,9161,455,0.2,1.0,0,0,4,1975,48,1975,No,122046,1,75,325000
5,3,2410,19447,482,0.12,2.0,0,2,3,1968,55,1968,No,122057,3,56,1320000
4,4,4320,8709,1080,0.5,2.0,0,0,3,2006,17,2006,No,122012,2,73,1050000
4,4,3320,8587,830,0.39,3.0,0,0,3,2008,15,2008,No,122028,2,74,1000000
5,3,3350,9450,670,0.35,2.0,0,0,5,1912,111,1980,Yes,122028,1,54,1000000
4,2,3120,7680,780,0.41,1.0,0,3,3,1956,67,1956,No,122032,3,73,976000
4,3,3780,23623,945,0.16,2.0,0,0,3,1997,26,1997,No,122027,3,66,962800
3,3,3140,9808,1046,0.32,2.0,0,0,3,2001,22,2001,No,122005,2,59,915000
3,3,2180,9865,726,0.22,1.0,0,0,4,1966,57,1966,No,122057,1,52,910000
3,3,2850,11535,950,0.25,1.0,0,1,3,1952,71,2008,Yes,122014,3,66,900000
3,2,2520,3959,840,0.64,1.0,0,0,5,1931,92,1931,No,122004,1,75,861000
5,4,3150,4120,630,0.76,2.0,0,0,3,1911,112,2007,Yes,122006,2,71,850000
4,3,2120,10841,530,0.2,1.0,0,0,4,1979,44,1979,No,122027,3,58,828000
4,3,3170,3862,792,0.82,3.0,0,0,3,2008,15,2008,No,122033,2,56,820000
4,3,2840,8820,710,0.32,1.0,0,2,5,1952,71,1952,No,122051,2,70,814000
2,3,2510,17986,1255,0.14,2.0,0,0,3,1943,80,2014,Yes,122005,2,57,811000
4,2,2220,4000,555,0.56,1.5,0,0,3,1925,98,1925,No,122004,3,79,785000
3,2,1640,18730,546,0.09,1.5,0,0,4,1946,77,1946,No,122048,3,56,775000
4,3,2360,8616,590,0.27,2.0,0,0,4,1974,49,1974,No,122010,1,80,752500
4,3,3280,6845,820,0.48,2.0,0,0,3,2003,20,2003,No,122005,3,72,734500
4,3,3150,9703,787,0.32,2.0,0,0,3,2001,22,2001,No,122020,1,66,727000
3,2,2430,11448,810,0.21,1.0,0,1,5,1949,74,1949,No,122007,3,71,710000
4,3,2630,8580,657,0.31,1.0,0,0,4,1977,46,1977,No,122049,3,80,710000
4,2,2140,6360,535,0.34,2.0,0,0,3,1945,78,1945,No,122006,3,67,615750
2,1,1390,5562,695,0.25,1.0,0,0,4,1913,110,1913,No,122003,1,50,608000
3,3,2960,18600,986,0.16,2.0,0,0,3,1979,44,1979,No,122031,1,65,605000
4,3,2030,9825,507,0.21,1.0,0,0,3,1985,38,1985,No,122006,2,76,598000
4,2,2120,4000,530,0.53,1.5,0,0,4,1927,96,1927,No,122007,2,78,597000
5,2,3930,10150,786,0.39,1.5,0,0,4,1968,55,1968,No,122029,3,50,589000
3,2,1670,5000,556,0.33,1.5,0,0,4,1912,111,1912,No,122007,2,59,585000
4,1,1350,4000,337,0.34,1.5,0,0,3,1930,93,1930,No,122007,1,72,571000
3,2,1830,3500,610,0.52,1.5,0,0,5,1909,114,1909,No,122009,2,71,554000
3,2,1380,3561,460,0.39,1.0,0,0,4,1925,98,1925,No,122007,2,73,535000
5,2,2120,8625,424,0.25,1.0,0,0,3,1959,64,1959,No,122029,1,72,534000
3,3,2480,7480,826,0.33,2.0,0,0,3,1992,31,1992,No,122021,2,70,530000
4,2,1720,6099,430,0.28,1.0,0,0,4,1949,74,1949,No,122006,1,66,525000
3,2,1750,2983,583,0.59,1.5,0,0,4,1929,94,1929,No,122007,3,58,524950
2,2,1600,5969,800,0.27,1.0,0,0,4,1950,73,1950,No,122009,1,61,523500
3,3,1920,11500,640,0.17,1.0,0,0,3,1972,51,2000,Yes,122027,3,51,515000
3,3,2270,5536,756,0.41,2.0,0,0,3,2003,20,2003,No,122008,3,63,507250
2,1,960,5000,480,0.19,1.0,0,0,4,1900,123,1900,No,122026,1,58,500000
4,3,1960,12436,490,0.16,2.0,0,0,3,1984,39,1984,No,122019,3,65,500000
3,3,2100,5060,700,0.42,2.0,0,0,3,2006,17,2006,No,122059,3,67,477000
3,2,1740,9038,580,0.19,1.0,0,0,4,1955,68,1955,No,122030,1,65,472000
3,2,1440,7070,480,0.2,1.0,0,0,3,1980,43,1980,No,122005,2,77,460000
3,2,1430,9583,476,0.15,1.0,0,0,4,1964,59,1964,No,122033,1,50,453000
4,2,1620,5444,405,0.3,1.5,0,0,3,1955,68,1955,No,122022,3,68,451000
3,2,1360,5445,453,0.25,1.0,0,0,4,1957,66,1957,No,122029,3,73,450000
4,3,2300,10880,575,0.21,1.0,0,0,4,1961,62,1961,No,122058,1,57,440000
2,2,1210,3000,605,0.4,1.0,0,0,5,1906,117,1906,No,122007,3,80,439950
3,2,1490,3072,496,0.49,1.0,0,0,5,1912,111,1912,No,122054,1,77,438500
3,3,1570,7475,523,0.21,1.0,0,0,4,1983,40,1983,No,122033,3,70,425000
3,2,1580,6127,526,0.26,1.5,0,0,5,1947,76,1947,No,122022,2,52,402000
4,3,2650,9451,662,0.28,2.0,0,0,4,1993,30,1993,No,122035,1,74,397450
3,1,1090,6125,363,0.18,1.0,0,0,4,1945,78,1945,No,122064,2,56,392000
